hip,ra,dec,plx,e_plx,pm_ra,pm_de,hp_mag,b_v,gaia_source_id,gaia_match_sep_arcsec,gaia_in_v2,distance_ly,gaia_match_note
64150,197.21239083,5.20886933,38.27,0.54,84.72,-670.11,6.9186,0.667,3729017810434416128,0.09,True,85.22498040240396,position+magnitude match
120148,300.75340035,20.0971616,38.26,3.46,175.83,-10.42,10.5992,1.375,1823476232957094400,0.0,True,85.2472556194459,position+magnitude match
19655,63.17642648,70.20148749,38.26,1.27,-99.22,32.23,9.8261,1.216,494177257749671936,0.0,True,85.2472556194459,position+magnitude match
99699,303.46480981,13.38876309,38.24,2.67,422.36,21.01,11.4069,1.365,1803475188714186368,0.0,True,85.29184100418409,position+magnitude match
87116,266.99039276,-34.01749891,38.23,0.81,-204.71,-565.48,7.3274,0.748,4041857799496807936,0.0,True,85.3141511901648,position+magnitude match
61329,188.50019994,-14.63859715,38.21,1.09,-503.46,-27.87,9.233,1.103,3526876102361317760,0.0,True,85.35880659513217,position+magnitude match
11542,37.192419,32.25925545,38.21,1.61,446.84,95.53,9.6768,1.33,,4100.739,False,85.35880659513217,no Gaia match
10339,33.30537913,40.50782159,38.19,0.58,57.91,-96.13,7.4964,0.7,333053037107550080,0.05,True,85.40350877192982,position+magnitude match
112918,343.01014925,23.41361278,38.17,1.78,131.64,-152.8,9.9099,1.2,2837037662371901184,0.0,True,85.44825779407911,position+magnitude match
109857,333.75699565,57.0434651,38.17,0.97,481.53,46.04,4.2584,0.278,2198483880690116480,0.534,True,85.44825779407911,position+magnitude match
74500,228.37052132,-25.30916442,38.16,0.6,-399.92,-74.85,6.6023,0.691,6226694571859532800,0.0,True,85.4706498951782,position+magnitude match
87745,268.8534439,3.75444321,38.13,1.93,-78.19,26.15,10.2398,1.46,4469644028247872640,0.003,True,85.53789666928925,position+magnitude match
78241,239.63557838,27.73927524,38.12,0.76,-776.08,294.07,8.1532,0.757,1316590033811497088,0.003,True,85.56033578174187,position+magnitude match
42173,128.96392462,6.62310222,38.11,0.85,-127.36,-132.16,7.3662,0.71,594989417312890368,0.075,True,85.5827866701653,position+magnitude match
32423,101.52235984,32.55543663,38.11,1.01,-452.64,99.28,8.9426,0.964,937667952871051776,0.003,True,85.5827866701653,position+magnitude match
97420,297.00369858,27.86898986,38.11,0.47,-9.11,222.0,7.0086,0.66,2028211207952435840,0.0,True,85.5827866701653,position+magnitude match
19841,63.80671284,76.28859744,38.1,0.69,42.37,-240.96,8.3236,0.84,551239506048106880,0.003,True,85.60524934383201,position+magnitude match
34341,106.78875492,3.44808187,38.1,1.53,12.11,-271.86,9.9396,1.27,3116065985196889216,0.095,True,85.60524934383201,position+magnitude match
27890,88.52458412,-63.09102105,38.1,0.58,118.57,572.93,4.8015,1.021,4756622820871136640,0.426,True,85.60524934383201,position+magnitude match
41130,125.87801745,21.84995394,38.1,1.35,298.11,-243.7,9.616,1.178,676273597540164096,0.003,True,85.60524934383201,position+magnitude match
100511,305.71800727,14.55111466,38.09,0.43,77.88,-6.69,6.2706,0.498,1805044913356835328,0.0,True,85.62772381202414,position+magnitude match
34712,107.8315735,-67.12114601,38.08,1.4,96.65,-662.64,11.2656,1.44,5281128556381431040,0.004,True,85.65021008403362,position+magnitude match
94650,288.8956003,11.55513798,38.07,0.82,184.1,-173.38,8.2054,0.908,4312905248400130688,0.0,True,85.67270816916206,position+magnitude match
54155,166.17323952,-4.22083698,38.06,0.99,-176.6,-103.81,7.6521,0.77,3789271459953459328,0.0,True,85.69521807672096,position+magnitude match
58114,178.7818492,0.97368174,38.05,2.85,-740.98,33.79,11.5571,1.419,3795389692406967424,0.0,True,85.71773981603154,position+magnitude match
23783,76.66940958,51.59814313,38.04,0.34,-30.49,-172.89,5.0584,0.343,265722999474087424,0.016,True,85.74027339642481,position+magnitude match
56280,173.0684048,-29.26137326,38.03,1.39,-19.56,144.79,5.0478,0.54,3482326708703712896,0.008,True,85.76281882724165,position+magnitude match
48509,148.39169443,50.75104688,38.02,3.66,-530.84,18.99,12.1153,1.51,826957061916956544,0.0,True,85.78537611783271,position+magnitude match
74981,229.83853026,29.2052132,38.02,1.99,-139.87,398.52,10.3264,1.26,1272123859439770368,0.0,True,85.78537611783271,position+magnitude match
65378,200.98091528,54.92541509,38.01,1.71,119.01,-25.97,2.254,0.057,1563590579347125632,0.015,True,85.80794527755853,position+magnitude match
11000,35.43434852,-6.87965559,37.99,1.15,294.64,51.02,9.1899,1.079,2486984045196486784,0.0,True,85.85311924190576,position+magnitude match
50782,155.53947498,11.31103017,37.97,0.77,23.35,-325.42,7.9243,0.75,3883317121883053184,0.0,True,85.89834079536476,position+magnitude match
17346,55.68608554,-24.46541657,37.97,1.14,24.67,-373.68,9.3119,1.128,5085376076015097600,0.0,True,85.89834079536476,position+magnitude match
67601,207.77541112,-53.73483782,37.97,1.41,-218.08,-69.56,9.6552,1.112,6065158377962553344,0.003,True,85.89834079536476,position+magnitude match
86456,264.98218336,65.00137674,37.96,0.64,-20.83,106.52,8.5318,0.93,1440964624481230464,0.0,True,85.92096944151739,position+magnitude match
75686,231.9280348,2.59779907,37.96,1.9,-53.86,-16.63,10.3168,1.334,4421274729329022336,0.003,True,85.92096944151739,position+magnitude match
7748,24.93923811,73.70925638,37.96,0.97,155.89,-111.07,9.9741,1.148,534797787124347776,0.011,True,85.92096944151739,position+magnitude match
57866,178.0346632,18.75591787,37.95,1.03,31.08,-302.25,8.5413,0.86,3975078892003894144,0.0,True,85.94361001317522,position+magnitude match
91489,279.88404526,30.16562796,37.95,1.58,-91.0,-171.8,10.9711,0.678,4587904788810726784,0.0,True,85.94361001317522,position+magnitude match
15406,49.65907654,32.66603476,37.95,3.3,209.12,-99.01,11.3902,1.474,125190054638221696,0.004,True,85.94361001317522,position+magnitude match
41802,127.84111215,-6.03369745,37.95,2.7,-462.84,-56.13,11.2451,1.387,3064885260813278336,0.272,True,85.94361001317522,position+magnitude match
61792,189.97286013,-77.84412809,37.93,1.87,-853.21,355.53,9.177,1.154,5788524757093517568,0.034,True,85.98892697073556,position+magnitude match
974,3.01599245,27.09915414,37.93,1.18,283.2,-82.47,8.8732,1.045,2856765684112654336,0.0,True,85.98892697073556,position+magnitude match
115211,350.03291043,-60.06486914,37.92,2.23,-319.62,-128.06,11.1035,1.45,6491962300492857472,0.003,True,86.01160337552741,position+magnitude match
51138,156.69967639,-62.90171617,37.91,1.94,-287.85,-353.62,9.6031,1.23,5252255484150883712,0.018,True,86.03429174360328,position+magnitude match
80008,244.9801703,39.70859049,37.91,0.21,-128.77,-3.3,5.5709,0.41,1380421150568828800,0.026,True,86.03429174360328,position+magnitude match
400,1.23366037,23.26964763,37.89,0.63,381.53,-7.6,7.9628,0.755,2848150288954631296,0.003,True,86.07970440749537,position+magnitude match
63467,195.07277352,-2.70480351,37.89,1.55,-804.1,8.43,9.8923,1.185,3685363487960149376,0.0,True,86.07970440749537,position+magnitude match
116584,354.3904488,46.45917606,37.87,0.21,159.31,-422.38,3.9695,0.984,1939115478598580352,0.0,True,86.12516503828888,position+magnitude match
105766,321.31969249,70.47744406,37.87,0.42,40.91,38.97,7.3988,0.619,2272191085754928768,0.0,True,86.12516503828888,position+magnitude match
93540,285.77478514,-11.04335161,37.86,0.95,-126.19,-235.86,8.5682,0.939,4199396753205879040,0.004,True,86.14791336502905,position+magnitude match
22336,72.15084318,-5.67343881,37.85,0.35,311.04,-249.44,5.9,0.631,3188395880157173120,0.003,True,86.17067371202113,position+magnitude match
44143,134.85158731,-59.08439714,37.85,0.22,-174.69,281.35,5.264,0.417,5303126622967647488,0.0,True,86.17067371202113,position+magnitude match
5110,16.37462374,15.39053977,37.83,1.44,8.85,-195.16,8.7766,1.197,2783518418493208832,0.012,True,86.2162305048903,position+magnitude match
107376,326.22544266,44.28739968,37.79,2.49,-138.73,-654.99,11.5052,0.0,1973094614149871872,0.004,True,86.30748875363852,position+magnitude match
6130,19.67020007,-0.8669586,37.75,0.95,431.64,-251.09,8.1497,0.78,2533723670313663872,0.04,True,86.39894039735098,position+magnitude match
74653,228.81398281,-70.51922359,37.74,0.54,-177.73,-164.82,7.0081,0.74,5798962867668048768,0.0,True,86.42183359830418,position+magnitude match
3203,10.19784289,-7.23238342,37.73,0.68,0.81,-91.06,7.1107,0.62,2523361151179609344,0.005,True,86.44473893453485,position+magnitude match
92984,284.15489049,4.26533448,37.73,0.51,-1.16,-84.44,6.8384,0.583,4281201414717499520,0.0,True,86.44473893453485,position+magnitude match
71735,220.11599721,-57.02878763,37.71,0.72,394.91,-316.36,7.5202,0.672,5891531404470141824,0.0,True,86.49058605144523,position+magnitude match
51814,158.79009323,57.08254623,37.7,0.35,66.79,36.63,5.2383,0.349,854734436486835840,0.004,True,86.51352785145887,position+magnitude match
22715,73.2693209,22.23548515,37.68,1.29,149.49,-128.79,8.9229,1.019,3413174741644826112,0.026,True,86.55944798301486,position+magnitude match
109756,333.47176939,5.27662878,37.67,3.5,183.17,-38.13,11.9009,1.456,2708264509793292544,0.005,True,86.58242633395274,position+magnitude match
33322,103.96680365,55.63861835,37.65,1.72,87.27,43.0,10.362,1.352,999934361503498880,0.0,True,86.62841965471448,position+magnitude match
66212,203.56823673,-0.31383905,37.65,1.3,-202.52,25.68,7.4851,1.521,3662657851291871104,0.084,True,86.62841965471448,position+magnitude match
27918,88.61887796,2.14380273,37.64,0.97,79.72,-645.38,8.9812,1.014,3315907411861516160,0.0,True,86.65143464399574,position+magnitude match
28764,91.11878042,-45.03720229,37.64,0.25,-81.18,246.24,6.4602,0.517,5567900121118276736,0.0,True,86.65143464399574,position+magnitude match
28066,89.01336983,13.92608794,37.59,0.63,372.72,-483.69,6.7484,0.65,3346787986201584896,0.003,True,86.76669326948655,position+magnitude match
99916,304.09098701,-2.06886898,37.59,2.57,291.24,-34.84,11.2706,1.417,4223848757911010816,0.003,True,86.76669326948655,position+magnitude match
42940,131.29424407,41.67341817,37.59,0.86,-282.81,-650.31,8.6624,0.94,913325109028988288,0.0,True,86.76669326948655,position+magnitude match
60729,186.70296535,-48.91299827,37.58,0.44,-642.82,-79.65,6.3847,0.674,6128366415218881536,0.0,True,86.78978179882915,position+magnitude match
71075,218.01982423,38.30788378,37.58,0.14,-115.71,151.16,3.098,0.191,1487434040320076800,0.021,True,86.78978179882915,position+magnitude match
31148,98.03563125,-27.03222887,37.57,2.29,400.12,-245.37,11.4884,1.36,2898839424265628928,0.004,True,86.812882619111,position+magnitude match
108036,328.32326581,-13.55180158,37.57,0.67,311.22,13.46,5.1704,0.378,6840706910418152320,0.009,True,86.812882619111,position+magnitude match
97767,298.01518069,11.62913849,37.57,0.34,-343.68,-333.92,6.2916,0.642,4303735493232528640,0.0,True,86.812882619111,position+magnitude match
41211,126.14640824,-3.75117745,37.57,0.33,-211.08,-25.78,5.7125,0.478,3066710282611675776,0.007,True,86.812882619111,position+magnitude match
83147,254.88826102,-26.26718728,37.56,2.17,127.97,-288.12,10.4464,1.356,4112138303515401216,0.009,True,86.83599574014909,position+magnitude match
26175,83.70174197,-23.46793011,37.56,1.12,317.73,-433.67,8.9415,0.923,2963680098856000128,0.0,True,86.83599574014909,position+magnitude match
19930,64.13613236,36.50237632,37.56,0.8,-25.84,-226.37,8.396,0.918,177425034575534464,0.004,True,86.83599574014909,position+magnitude match
88771,271.83758628,9.56365363,37.55,0.21,-62.17,79.66,3.7636,0.159,4482432246132106496,0.011,True,86.85912117177097,position+magnitude match
52470,160.89214192,48.21368372,37.55,0.76,-328.73,180.15,8.1489,0.749,832417236660307072,0.0,True,86.85912117177097,position+magnitude match
60965,187.46659681,-16.51509405,37.55,0.16,-210.49,-138.74,2.9449,-0.012,3520586071217872896,0.02,True,86.85912117177097,position+magnitude match
81746,250.45726789,-45.36849805,37.54,0.5,68.89,-93.44,7.1635,0.653,5943191236735787520,0.105,True,86.88225892381459,position+magnitude match
117697,358.04445744,-19.65459572,37.54,3.14,-202.71,55.67,11.8038,1.474,2390021451933103616,0.003,True,86.88225892381459,position+magnitude match
54459,167.13195229,15.76853031,37.54,1.53,156.41,-376.37,9.8461,1.101,3969552574763799808,0.0,True,86.88225892381459,position+magnitude match
38117,117.16535671,53.64985685,37.5,1.78,-126.89,-529.44,8.9719,1.068,984509244157298304,0.037,True,86.97493333333333,position+magnitude match
40438,123.85508205,-52.06016028,37.49,0.31,-5.78,-56.98,6.7465,0.579,5320952798822552064,0.0,True,86.99813283542277,position+magnitude match
15323,49.41715157,31.12718563,37.48,0.63,-104.18,-58.11,6.5222,0.574,122704230645584768,0.0,True,87.0213447171825,position+magnitude match
91949,281.1466853,43.83327958,37.47,0.49,-105.36,-0.54,7.6756,0.843,2117279002732678656,0.0,True,87.04456898852415,position+magnitude match
24454,78.69997882,0.66304773,37.47,2.09,237.01,-444.86,10.1174,1.189,3233691292456404992,0.0,True,87.04456898852415,position+magnitude match
77409,237.04047851,74.41485343,37.47,0.65,111.6,-303.33,9.3937,1.252,1703559779655983616,0.02,True,87.04456898852415,position+magnitude match
34785,108.02034394,-24.89207146,37.47,1.93,-113.67,-7.43,10.4671,1.33,5617244278837970816,0.0,True,87.04456898852415,position+magnitude match
11783,38.0219889,-15.24431882,37.46,0.25,-80.21,-146.29,4.8432,0.454,5145955421492456960,1.879,True,87.06780565937,position+magnitude match
38018,116.87808997,70.20703433,37.45,1.87,-92.48,-151.11,7.2025,0.712,,3881.438,False,87.09105473965286,no Gaia match
13665,43.98642968,61.52106289,37.44,0.31,145.48,30.31,5.6858,0.445,466417441010173568,0.004,True,87.11431623931624,position+magnitude match
98192,299.30561101,29.82344096,37.43,0.83,108.24,235.47,8.0289,0.797,2030317253745186432,0.202,True,87.13759016831418,position+magnitude match
62942,193.47723055,6.76267305,37.41,1.1,-231.2,92.47,8.3858,0.853,3709422000670924416,0.027,True,87.18417535418338,position+magnitude match
27628,87.73980343,-35.76929221,37.41,0.12,54.77,404.2,3.2833,1.146,2887731882922767744,0.004,True,87.18417535418338,position+magnitude match
56802,174.6664877,-13.20224964,37.41,0.3,99.52,125.99,5.5959,0.52,3585098090614578688,0.09,True,87.18417535418338,position+magnitude match
113137,343.66482155,-70.07388669,37.39,0.36,-43.89,73.04,6.1865,0.66,6384510877400590336,0.008,True,87.23081037710617,position+magnitude match
3505,11.18515532,-22.00633244,37.39,0.22,-66.33,80.97,5.3047,0.35,2349940954566607488,0.003,True,87.23081037710617,position+magnitude match
27397,87.07196958,-11.13553235,37.39,2.24,-224.12,374.64,11.0772,1.384,3010782833390635264,0.0,True,87.23081037710617,position+magnitude match
81385,249.31751306,-33.14750142,37.39,1.34,137.64,-35.0,9.2868,1.363,6024291489270494976,0.155,True,87.23081037710617,position+magnitude match
36853,113.66250516,22.33786423,37.39,3.51,168.44,-99.67,11.5905,1.498,865699110037321600,0.0,True,87.23081037710617,position+magnitude match
95467,291.29126991,-66.46937108,37.37,1.13,-230.6,235.37,8.5415,1.006,6434153380720177664,0.008,True,87.27749531709928,position+magnitude match
28964,91.682306,-62.6830388,37.36,0.85,65.3,174.2,9.5353,1.107,5480937375656689408,0.0,True,87.30085653104925,position+magnitude match
49066,150.18742432,32.31099087,37.35,3.08,-1006.4,-664.43,11.9534,1.42,746572522723948672,0.003,True,87.32423025435072,position+magnitude match
67756,208.21178352,65.62251467,37.35,1.97,-553.67,-158.52,11.933,1.57,1671341275759472256,0.266,True,87.32423025435072,position+magnitude match
23309,75.1962156,-57.25725052,37.34,1.13,36.34,70.22,10.1814,1.297,4764027962957023104,0.0,True,87.34761649705409,position+magnitude match
107143,325.541593,-41.12422216,37.33,2.83,226.17,-297.93,8.9561,1.054,6578350001374194816,0.798,True,87.37101526922046,position+magnitude match
80559,246.70951681,-49.60598654,37.32,1.93,154.35,-70.53,10.6772,1.44,5941374534288441728,0.41,True,87.39442658092175,position+magnitude match
13601,43.82200773,16.3093036,37.32,0.66,203.09,-47.76,7.5462,0.749,34959010860789632,0.0,True,87.39442658092175,position+magnitude match
89087,272.73448375,49.97165416,37.31,1.08,-5.19,-226.53,10.1089,1.27,2123090918115438592,0.0,True,87.41785044224068,position+magnitude match
4223,13.47081891,45.94439974,37.3,2.32,304.53,69.64,11.2107,1.435,378026395579692672,0.004,True,87.44128686327079,position+magnitude match
64262,197.57027377,9.53646608,37.29,1.37,182.84,-152.48,9.4539,1.021,3732674373792211584,0.0,True,87.46473585411638,position+magnitude match
64475,198.2268472,-30.7121275,37.28,0.64,-206.32,153.22,8.1912,0.923,6182398370808620032,0.0,True,87.48819742489269,position+magnitude match
90035,275.57154711,1.70711739,37.28,1.68,84.65,-18.29,10.244,1.258,4276624250897321984,0.003,True,87.48819742489269,position+magnitude match
68634,210.73708216,14.97533527,37.27,0.54,-58.39,3.18,7.2636,0.74,1231250992143084800,0.012,True,87.51167158572578,position+magnitude match
51986,159.32606984,-48.22561637,37.26,0.36,-133.41,-1.82,3.9098,0.3,5364580148905328256,0.414,True,87.53515834675255,position+magnitude match
10321,33.22900044,40.66860417,37.25,0.55,58.76,-108.61,7.3299,0.672,333106054183616000,0.31,True,87.5586577181208,position+magnitude match
101262,307.88321787,33.7758304,37.24,1.09,142.44,17.15,9.3539,1.141,1863898674120773760,0.0,True,87.58216970998924,position+magnitude match
10312,33.21128788,-17.68721608,37.24,2.72,492.35,202.19,11.199,1.455,5143621433184275200,0.0,True,87.58216970998924,position+magnitude match
9085,29.24856743,-51.76685032,37.22,0.38,348.84,248.54,6.2027,0.487,4937183864463433216,0.0,True,87.62923159591617,position+magnitude match
34796,108.04794119,52.2741177,37.21,2.45,-138.76,-261.58,11.3575,1.47,980618897140903296,0.0,True,87.65278151034668,position+magnitude match
67986,208.83852358,-76.27065823,37.2,0.67,-172.53,-40.44,8.477,0.913,5790016416422916864,0.156,True,87.67634408602149,position+magnitude match
73547,225.47203626,-47.00729476,37.2,0.64,-25.22,-73.63,7.8762,0.721,5906633952564270848,0.0,True,87.67634408602149,position+magnitude match
28790,91.16736285,-45.07954917,37.18,0.64,-78.76,254.93,6.0204,0.493,5567901976544151168,0.081,True,87.72350726196879,position+magnitude match
106353,323.09868331,-20.95711961,37.17,1.05,-279.35,-125.28,8.5956,0.878,6830027182179257472,0.0,True,87.7471078827011,position+magnitude match
85026,260.67933655,-14.95980518,37.17,2.8,-101.45,-225.95,10.9957,1.363,4137734865485308800,0.003,True,87.7471078827011,position+magnitude match
73165,224.2960701,-4.34608679,37.17,0.32,-96.98,-153.4,4.5517,0.318,6337402473507040512,0.008,True,87.7471078827011,position+magnitude match
66993,205.94471942,-35.40525831,37.16,3.06,49.2,380.07,11.9117,1.44,6164134146938406144,0.292,True,87.77072120559741,position+magnitude match
31660,99.39143767,12.18124814,37.15,0.56,-74.77,-284.89,6.9779,0.725,3352152743956693376,0.004,True,87.7943472409152,position+magnitude match
58293,179.31882874,-26.14175128,37.13,1.0,-351.43,146.53,9.0718,1.024,3487784718782929920,0.0,True,87.84163748990034,position+magnitude match
104733,318.24020885,30.80924688,37.13,0.56,-19.04,109.37,7.4621,0.666,1852732141404704512,0.0,True,87.84163748990034,position+magnitude match
49127,150.40602865,-15.42485731,37.13,1.2,-250.95,28.64,8.7943,1.016,5686377893489291136,0.003,True,87.84163748990034,position+magnitude match
82621,253.35523706,-20.41548854,37.12,0.72,-59.57,-26.75,6.0013,0.685,4127420626087054976,1.307,True,87.86530172413792,position+magnitude match
107070,325.27488528,26.75088747,37.12,0.69,344.28,-91.25,7.5836,0.686,1800378139330660992,0.0,True,87.86530172413792,position+magnitude match
37494,115.43827593,49.22218234,37.09,1.43,-63.21,4.63,9.8498,1.19,981900721539947136,0.004,True,87.93637098948503,position+magnitude match
80539,246.63948903,15.66431052,37.09,1.98,8.26,264.63,10.6658,0.0,4465681461355625984,0.0,True,87.93637098948503,position+magnitude match
61481,188.9632622,51.22148504,37.08,0.97,112.74,-8.18,8.6611,0.95,1568610571482444032,0.137,True,87.96008629989213,position+magnitude match
18097,58.02277952,22.67245674,37.07,0.73,206.51,-339.56,7.7067,0.684,64085383120724864,0.0,True,87.98381440517939,position+magnitude match
10505,33.85049357,24.27176445,37.06,0.54,462.19,-192.66,6.9357,0.69,101309452355657216,0.112,True,88.00755531570425,position+magnitude match
18465,59.19623055,53.56118148,37.06,3.28,312.41,-391.51,10.9899,1.43,252151693092703872,0.0,True,88.00755531570425,position+magnitude match
74555,228.50030716,-3.79836543,37.04,1.75,-739.45,151.11,9.9387,1.117,6336170195850218240,0.0,True,88.05507559395248,position+magnitude match
115955,352.3926598,-47.03584465,37.04,1.99,233.57,-74.28,10.3124,1.316,6528092355661630336,0.0,True,88.05507559395248,position+magnitude match
105406,320.25599365,40.34557422,37.02,0.43,-19.31,-208.28,6.5075,0.533,1965602679357877504,0.337,True,88.10264721772015,position+magnitude match
116443,353.93301454,41.96735779,37.02,2.33,700.81,149.82,11.3001,1.372,1923802133480850176,0.0,True,88.10264721772015,position+magnitude match
57387,176.48380076,72.09554117,37.01,1.03,18.29,61.4,8.9682,1.167,1074883087005896320,0.024,True,88.12645231018644,position+magnitude match
81919,250.98466146,43.47551249,37.0,1.52,-69.7,-68.84,8.4625,1.052,,1594.138,False,88.15027027027027,no Gaia match
25486,81.76980371,-11.90084386,36.98,0.48,17.55,-50.23,6.421,0.553,3009908378049913216,0.006,True,88.19794483504597,position+magnitude match
93506,285.65301241,-29.88011461,36.98,0.87,10.79,21.11,2.6212,0.062,,1669.636,False,88.19794483504597,no Gaia match
105885,321.67698004,3.7372709,36.93,2.28,-38.1,-49.06,10.5667,1.369,2692798534424338304,0.0,True,88.31735716219875,position+magnitude match
5521,17.67511542,42.93231743,36.93,0.79,-153.76,-200.08,7.8032,0.73,373208954099200768,0.0,True,88.31735716219875,position+magnitude match
35265,109.28988779,33.09247555,36.92,0.54,-58.75,-173.47,7.0672,0.631,890234402772937472,0.0,True,88.34127843986998,position+magnitude match
104383,317.18964327,-4.42684614,36.92,1.53,-77.56,-32.89,9.5353,1.15,6912161147450851840,0.789,True,88.34127843986998,position+magnitude match
21272,68.46020968,5.3856977,36.92,1.73,-89.02,-276.19,8.0659,0.779,3282511876473223552,0.003,True,88.34127843986998,position+magnitude match
2426,7.72954431,73.37047097,36.92,1.32,241.35,135.41,10.7274,1.359,537767121355864448,0.009,True,88.34127843986998,position+magnitude match
112496,341.80606086,18.38428552,36.91,1.24,250.92,84.52,9.145,1.048,2833330968155957888,0.003,True,88.36521267949065,position+magnitude match
84012,257.59442738,-15.72514768,36.91,0.8,40.13,99.17,2.4393,0.059,,337.521,False,88.36521267949065,no Gaia match
106559,323.71278764,-20.0843821,36.9,0.4,-28.31,43.3,5.7931,0.423,6830187710876927616,0.181,True,88.38915989159891,position+magnitude match
116819,355.15694081,-18.98879275,36.9,0.87,303.54,-41.51,7.7236,0.731,2390702771185162112,0.0,True,88.38915989159891,position+magnitude match
78955,241.76469516,-14.07132052,36.89,0.53,-261.69,10.05,6.4485,0.66,4341501106288171008,0.003,True,88.41312008674437,position+magnitude match
32322,101.21648346,-27.34238089,36.85,0.44,-5.85,293.75,6.5522,0.55,2918894859953947392,0.0,True,88.5090909090909,position+magnitude match
65640,201.86406169,35.7269629,36.84,0.91,-283.53,-324.6,8.8973,0.999,1473439868638815232,0.0,True,88.5331161780673,position+magnitude match
77518,237.4095245,-47.6085177,36.84,2.45,58.42,-392.75,11.2579,1.415,5987608379774691328,0.003,True,88.5331161780673,position+magnitude match
61084,187.79137201,-57.11256917,36.83,0.18,28.23,-265.08,1.6299,1.6,,1776.163,False,88.55715449361934,no Gaia match
10031,32.28206202,71.55258878,36.83,0.43,307.81,-239.67,6.6943,0.551,522135261462534528,0.0,True,88.55715449361934,position+magnitude match
101875,309.66683335,38.63556283,36.82,0.4,201.26,-192.6,6.8935,0.61,2063583390317759616,0.0,True,88.58120586637696,position+magnitude match
46087,140.96958468,0.13871745,36.81,2.49,-212.0,-227.56,11.6871,1.484,3840824948839560576,0.008,True,88.60527030698178,position+magnitude match
93509,285.65817255,14.56701332,36.81,1.77,165.55,0.09,7.014,0.629,4506650604692623488,0.295,True,88.60527030698178,position+magnitude match
14146,45.59830477,-23.62433608,36.8,0.18,-147.25,-55.28,4.1328,0.163,5077970830842019584,0.007,True,88.62934782608696,position+magnitude match
79958,244.81603221,-55.50477924,36.8,1.17,5.45,17.78,9.4142,1.062,5931674608438449792,0.0,True,88.62934782608696,position+magnitude match
60853,187.08108707,-16.91115873,36.78,1.01,-559.08,45.76,9.5811,0.964,3520548825260557312,0.003,True,88.67754214246872,position+magnitude match
97805,298.12459698,-23.94908035,36.77,1.42,19.0,-41.96,9.5826,1.155,6863591389529611264,0.0,True,88.70165896110959,position+magnitude match
60759,186.80689517,27.02528457,36.75,0.9,93.52,-249.31,8.38,1.042,4008897567571892480,0.015,True,88.7499319727891,position+magnitude match
1444,4.49430312,-13.45563905,36.74,0.49,396.15,-0.68,6.6311,0.599,2423292879948720000,0.074,True,88.77408818726182,position+magnitude match
55779,171.43151733,-63.97231548,36.74,0.2,-315.13,-65.7,5.2826,0.495,5237611398000522880,0.006,True,88.77408818726182,position+magnitude match
56445,173.59189978,3.06041496,36.73,0.36,-183.04,-102.93,5.861,0.48,3800758057928927872,0.005,True,88.79825755513204,position+magnitude match
96998,295.71998988,-45.08084029,36.73,2.22,-76.23,-248.55,10.1316,1.347,6684697235617251200,0.388,True,88.79825755513204,position+magnitude match
83431,255.78628956,-53.23662682,36.73,0.63,0.15,-165.2,5.3839,0.498,5923907314622859520,0.61,True,88.79825755513204,position+magnitude match
84487,259.08395609,-12.17809828,36.73,1.84,141.77,-23.47,10.4075,1.429,4141979774942939264,0.004,True,88.79825755513204,position+magnitude match
103682,315.14088445,-4.72992424,36.73,0.58,48.78,-138.84,6.3397,0.635,6912276699251278848,0.004,True,88.79825755513204,position+magnitude match
96124,293.16785023,-28.0179873,36.72,0.95,71.37,-748.96,7.2819,0.675,6764687466752221824,0.0,True,88.82244008714596,position+magnitude match
1954,6.17641425,-53.98392974,36.72,0.64,210.72,-27.9,7.4137,0.681,4923433303326992384,0.0,True,88.82244008714596,position+magnitude match
110750,336.55576362,-19.18836482,36.71,1.18,236.83,-25.24,9.3837,1.135,6821533111257080960,0.003,True,88.84663579406156,position+magnitude match
36399,112.35670808,-7.55147385,36.71,2.4,51.56,125.15,5.9698,0.487,,3735.93,False,88.84663579406156,no Gaia match
74432,228.18270384,19.28532643,36.71,1.44,-591.9,292.15,6.8289,0.68,1212385193677160832,0.0,True,88.84663579406156,position+magnitude match
42601,130.24074006,-46.24131445,36.7,1.36,61.09,-220.1,10.603,1.36,5521994754757300224,0.0,True,88.8708446866485,position+magnitude match
82389,252.52213557,18.90058893,36.68,1.08,-43.61,-69.36,8.9934,1.02,4559848344443069952,0.022,True,88.91930207197382,position+magnitude match
80179,245.51849978,1.02892215,36.67,0.33,-158.4,49.56,4.9017,0.338,4408631032807405696,0.01,True,88.94355058631032,position+magnitude match
10960,35.30254212,53.56094347,36.67,1.72,-275.63,-40.59,10.4562,1.322,455517325107520256,0.004,True,88.94355058631032,position+magnitude match
112935,343.09902703,9.83555719,36.66,0.29,521.04,42.65,5.2642,0.487,2717930312217660928,0.013,True,88.96781232951446,position+magnitude match
90979,278.37084838,-11.63546099,36.65,1.73,-286.96,-236.79,10.1203,1.263,4154598526336121600,0.004,True,88.99208731241474,position+magnitude match
102431,311.33831915,57.58029805,36.64,0.48,-62.32,-236.0,4.6297,0.535,2190258605992864896,0.041,True,89.01637554585152,position+magnitude match
94083,287.29061832,76.56079333,36.63,0.19,52.15,-120.2,5.1936,0.308,2292498687560557056,0.007,True,89.04067704067702,position+magnitude match
